POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,PRDX3,ATP5F1B,NEU1
POLB,PCNA,KIAA1522,NCK1
POLB,PCNA,RHOF,TIAM1
POLB,H2BC21,AKT1,TLR2
POLB,H2BC8,CHD8,CASR
POLB,PCNA,EP300,TGS1,SGIP1
POLB,H2BC21,CASQ2,EPB41L4B
POLB,PCNA,RHOF,TIAM1,C1orf210
POLB,PCNA,RHOF,TIAM1
POLB,XRCC1,KLF10,TNS1,CCR1
POLB,PCNA,RHOF,TIAM1,CD40
POLB,PCNA,P4HB,RIPK1,C4BPA
POLB,H2BC21,LARP7,EPB42
POLB,LIG3,NR3C1,CLPTM1L,UGT8
POLB,PCNA,RHOF,TIAM1,ABCA6,ABCA8
POLB,PCNA,RELA,ASB9,MUC2
POLB,PCNA,POLD1,GINS4,IFNGR1
POLB,PCNA,UBA52,ZFYVE19,CD82
POLB,PCNA,RHOF,TIAM1,EPB41L1
POLB,PCNA,DHX15,SF3B5,SLC17A7
POLB,PCNA,UBE2D3,BIRC7,PLSCR5
POLB,PCNA,RHOF,TIAM1
POLB,H2BC21,LARP7,EPB42
POLB,PCNA,RHOF,TIAM1,PCDHB16
POLB,PCNA,RHOF,TIAM1,HTR3C
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,CDK6,UBE2W,DRP2
POLB,PCNA,UBA52,ZFYVE19,CHMP6
POLB,XRCC1,PARP1,RPA4,CRIM1
POLB,PCNA,RELA,ASB9,ABCA2
POLB,PCNA,RHOF,TIAM1,PIK3AP1
POLB,PCNA,RELA,ASB9,PHKB
POLB,XRCC1,KLF6,NR0B2,STX1B
POLB,PCNA,RHOF,TIAM1,HTR2C
POLB,PCNA,UBE2I,CAMK2D,ARL4A
POLB,PCNA,RHOF,TIAM1,TMPRSS2
POLB,PCNA,PRDX6,SPR,ALPP
POLB,PCNA,EP300,TGS1,APOA1
POLB,PCNA,PRDX3,ATP5F1B
POLB,PCNA,EP300,TGS1,FGG
POLB,PCNA,RHOF,TIAM1,RAB3GAP2
POLB,PCNA,RHOF,TIAM1,CHP2
POLB,PCNA,EXO1,KLC3,CHRNA3
POLB,H2BC21,LARP7,EPB42
POLB,PCNA,RHOF,TIAM1,PCDHA7
POLB,PCNA,P4HB,RIPK1,GCA
POLB,PCNA,RHOF,TIAM1
POLB,H2BC8,CHD8,CASR
POLB,H2BC21,AKT1,TLR2
POLB,H2BC8,SMARCA5,FGFR3
POLB,PCNA,RHOF,TIAM1,DRD3
POLB,PCNA,PRDX6,SPR,KLRG1
POLB,PCNA,H3C12,TPR,KCNH7
POLB,PCNA,EP300,TGS1,CDAN1
POLB,PCNA,PRDX6,SPR,RAB40C
POLB,XRCC1,PARP1,RPA4,CNTN4
POLB,PCNA,RHOF,TIAM1,KCNN2
POLB,PCNA,EP300,TGS1,GPR3
POLB,PCNA,RHOF,TIAM1,PCDHB1
POLB,PCNA,PRDX6,SPR,PKD1
POLB,PCNA,UBB,TNFRSF1A
POLB,PCNA,RHOF,TIAM1,ATP11C
POLB,PCNA,PRDX6,SPR,ZP2
POLB,PCNA,SUMO1,VHL
POLB,PCNA,ZBTB38,PPP2R2A,HTRA1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RELA,ASB9,CD1E
POLB,PCNA,RHOF,TIAM1
POLB,XRCC1,PNKP,EIF4ENIF1,PI4KA,TTC7B
POLB,PCNA,RHOF,TIAM1,OSBPL7
POLB,PCNA,KRAS,KPRP,STS
POLB,PCNA,RHOF,TIAM1
POLB,XRCC1,PNKP,EIF4ENIF1,PRRC2A
POLB,PCNA,UBB,TNFRSF1A
POLB,H2BC8,HEATR1,SPN
POLB,H2BC8,HEATR1,SPN
POLB,PCNA,EP300,TGS1,TNFRSF19
POLB,PCNA,KPNA1,TPX2,TGFB3
POLB,H2BC21,IGSF3,TSPAN15
POLB,PCNA,SUMO1,VHL
POLB,PCNA,RHOF,TIAM1,LRIG3
POLB,PCNA,ZBTB1,PALLD
POLB,PCNA,RHOF,TIAM1,WLS
POLB,XRCC1,POLK,SBSN,PCDHA10
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,EP300,TGS1,UCN,CRHR2
POLB,PCNA,UBE2D3,BIRC7,STK17A
POLB,PCNA,RHOF,TIAM1,IL12RB1
POLB,PCNA,P4HB,RIPK1,MC2R
POLB,XRCC1,PARP1,RPA4,AQP6,TSPO2
POLB,PCNA,P4HB,RIPK1
POLB,PCNA,RHOF,TIAM1
POLB,H2BC8,BRD2,RAB2B
POLB,PCNA,UBE2D3,BIRC7,GPR37L1
POLB,PCNA,PRDX6,SPR,AGPAT3
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,POLD1,GINS4,TMPRSS11E
POLB,PCNA,RHOF,TIAM1,VARS2,AMACR
POLB,PCNA,RHOF,TIAM1,MPP2
POLB,PCNA,RHOF,TIAM1,MUC5B
POLB,PCNA,UBB,TNFRSF1A
POLB,XRCC1,PARP1,RPA4,PREX2
POLB,PCNA,POLD1,GINS4,TRIM16
POLB,PCNA,KCTD10,SH3KBP1
POLB,PCNA,PRDX6,SPR,LIFR
POLB,PCNA,KRAS,KPRP,SLC8A1
POLB,PCNA,KRAS,KPRP,PLA2G4C
POLB,PCNA,CDK6,UBE2W,EPS8L3
POLB,PCNA,KPNA1,TPX2,ROBO3
POLB,PCNA,EP300,TGS1,SLC3A1
POLB,PCNA,RHOF,TIAM1,RXFP1,LRP12,NMRK2
POLB,PCNA,UHRF1,PRKAR1A,FPGT,NLN
POLB,PCNA,CDKN1A,IKZF3,SLC15A4
POLB,H2BC8,SMARCA5,FGFR3
POLB,H2BC21,WDTC1,SLC25A22,NAA35
POLB,PCNA,RHOF,TIAM1,GABBR2
POLB,PCNA,P4HB,RIPK1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1,BTN3A1
POLB,PCNA,RHOF,TIAM1
POLB,XRCC1,PARP1,RPA4,EHD3
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,EP300,TGS1,MS4A2
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,P4HB,RIPK1
POLB,XRCC1,PARP1,RPA4,PCDHB14
POLB,XRCC1,PARP1,RPA4,BTNL2
POLB,PCNA,RHOF,TIAM1,SLC1A1
POLB,PCNA,H4C6,ZBTB20,ENTPD2
POLB,H2BC8,CHD8,CASR
POLB,PCNA,WWOX,CATSPERE,DUOX2
POLB,PCNA,UBB,TNFRSF1A
POLB,PCNA,EP300,TGS1,SLC26A3
POLB,PCNA,RHOF,TIAM1
POLB,H2BC21,TTN,ACTN3,FCMR
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,CDK2,TTK,HTR3E
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1,RAB33A
POLB,PCNA,EZH2,CRY2,SLC6A13
POLB,XRCC1,PARP1,RPA4,SLC2A8
POLB,PCNA,RHOF,TIAM1,CFP,NCR1
POLB,PCNA,PRDX3,ATP5F1B,MIGA1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,P4HB,RIPK1
POLB,PCNA,RHOF,TIAM1,CD300LB,TYROBP,TREM1
POLB,PCNA,RHOF,TIAM1,HPR,CD40LG
POLB,PCNA,USP4,YWHAH,ZGPAT
POLB,XRCC1,PARP1,RPA4,LAMTOR2
POLB,PCNA,RHOF,TIAM1,LMBR1L
POLB,PCNA,H2AZ2,FH,KNSTRN
POLB,PCNA,P4HB,RIPK1,GPR52
POLB,PCNA,RHOF,TIAM1,MICAL1
POLB,H2BC21,CDK14,GDE1,CAPRIN2
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,P4HB,RIPK1,CCR6
POLB,PCNA,RHOF,TIAM1,RELT
POLB,PCNA,ZBTB38,PPP2R2A,PTN
POLB,PCNA,WWOX,CATSPERE,TNFRSF11B
POLB,PCNA,RHOF,TIAM1,KIRREL3
POLB,H2BC21,AKT1,TLR2
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,POLD1,GINS4,BDKRB2
POLB,H2BC8,RCC2,NCSTN
POLB,PCNA,POLD1,GINS4,LPCAT2
POLB,PCNA,DHX15,SF3B5,RNPEP
POLB,PCNA,RHOF,TIAM1,HFE
POLB,H2BC8,H2AZ1,MYH15,KCNIP2
POLB,PCNA,KRAS,KPRP,MARCKSL1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1,FYB1
POLB,PCNA,UBB,TNFRSF1A
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1,KCNQ5
POLB,PCNA,RELA,ASB9,IL6R
POLB,PCNA,UBA52,ZFYVE19,SERINC5
POLB,PCNA,RHOF,TIAM1,MALL
POLB,PCNA,UBB,TNFRSF1A,NTF3,NTRK3
POLB,PCNA,RHOF,TIAM1
POLB,XRCC1,KLF6,NR0B2,SLC16A2
POLB,PCNA,RHOF,TIAM1,SPINT2
POLB,PCNA,POLD1,GINS4,PLXNA4
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,DHX15,SF3B5,LILRB4
POLB,PCNA,RELA,ASB9,PLGRKT
POLB,PCNA,P4HB,RIPK1
POLB,PCNA,IGF1R,ADAMTS4,GFRA3
POLB,PCNA,KCTD10,SH3KBP1
POLB,H2BC8,TAF5L,ALOX15B
POLB,PCNA,RHOF,TIAM1,DOCK3
POLB,H2BC21,IGSF3,TSPAN15
POLB,PCNA,RHOF,TIAM1,AKAP11
POLB,PCNA,APEX1,TXN,MMP16
POLB,H2BC8,GTF3C2,FOXS1,TUB
POLB,PCNA,EZH2,CRY2,SLC14A2
POLB,PCNA,ZRANB3,TPCN2,GPC3
POLB,PCNA,RHOF,TIAM1,RGS10
POLB,PCNA,UBB,TNFRSF1A
POLB,PCNA,UBE2D3,BIRC7,SLC22A11
POLB,H2BC8,CHD4,MAGEA3,CDSN
POLB,PCNA,MLH1,PPP3CB
POLB,PCNA,PRDX6,SPR,SERPINB6
POLB,H2BC8,CHD1,PTK6,ARAP1
POLB,PCNA,RHOF,TIAM1,CSF1R
POLB,PCNA,EP300,TGS1,TNFSF11
POLB,PCNA,NSD2,RPL4,TMEM63B
POLB,PCNA,PRDX6,SPR,SLC26A8
POLB,XRCC1,PARP1,RPA4,ENDOD1,DPEP1
POLB,PCNA,PRDX3,ATP5F1B
POLB,PCNA,ZBTB38,PPP2R2A,P2RY11
POLB,H2BC8,RBBP4,MBD3L1,BTBD17
POLB,PCNA,EP300,TGS1,PLAUR
POLB,PCNA,EP300,TGS1,PTGER2
POLB,PCNA,RHOF,TIAM1,TRPC6
POLB,PCNA,CDK5,STXBP1,RAB29
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,KPNA1,TPX2,CLCN3,CNGA4
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,RNASEH2A,ICAM5
POLB,PCNA,RHOF,TIAM1,MC4R
POLB,PCNA,H3C12,TPR,GJB2
POLB,PCNA,ATM,TTI2,PNPLA2
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,SUMO1,VHL
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,POLD1,GINS4,CHRNA7
POLB,PCNA,RHOF,TIAM1,TDGF1,LRFN3
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1,OPCML
POLB,PCNA,KIAA1522,NCK1,ACE2,SLC6A19
POLB,PCNA,RHOF,TIAM1,KCNB2
POLB,PCNA,RHOF,TIAM1,CD33
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,RHOF,TIAM1,LINGO1,LY86,CD180
POLB,PCNA,RHOF,TIAM1,EXOC6
POLB,PCNA,UBE2I,CAMK2D,INPP5J
POLB,PCNA,RHOF,TIAM1,ASIC2
POLB,PCNA,RHOF,TIAM1,SLC6A1
POLB,H2BC21,RIF1,CLN3
POLB,XRCC1,PARP1,RPA4,HAUS4,HAUS7
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,SUMO1,VHL
POLB,PCNA,POLD1,GINS4,CLTC
POLB,PCNA,UBB,TNFRSF1A
POLB,PCNA,HOOK3,DCTN1,KCNF1
POLB,PCNA,EP300,TGS1,GCG
POLB,PCNA,DHX15,SF3B5,HHIP
POLB,H2BC21,RIF1
POLB,PCNA,RHOF,TIAM1,CFC1
POLB,H2BC8,CHD8,CASR
POLB,PCNA,RNASEH2A,ICAM5
POLB,PCNA,CALR,TMX3
POLB,PCNA,RHOF,TIAM1,BTLA
POLB,PCNA,RHOF,TIAM1,RAB3D
POLB,PCNA,KPNA1,TPX2,SLC7A14
POLB,PCNA,UBB,TNFRSF1A
POLB,PCNA,RNASEH2A,ICAM5
POLB,PCNA,UBB,TNFRSF1A
POLB,LIG3,MDC1,CDH13
POLB,PCNA,RHOF,TIAM1,ACKR3
POLB,PCNA,RHOF,TIAM1,MERTK
POLB,PCNA,RHOF,TIAM1,DUOX1,DUOXA1
POLB,PCNA,POLD1,GINS4,PCDHB15
POLB,XRCC1,POLK,SBSN,DHH
POLB,PCNA,RHOF,TIAM1,RAB3B
POLB,PCNA,P4HB,RIPK1
POLB,PCNA,UBB,TNFRSF1A
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,RHOF,TIAM1
POLB,H2BC21,LARP7,EPB42
POLB,H2BC21,IGSF3,TSPAN15
POLB,PCNA,RHOF,TIAM1,CDH15
POLB,PCNA,PRDX6,SPR,RASGRP2
POLB,H2BC21,LARP7,EPB42
POLB,PCNA,ZBTB38,PPP2R2A,TRARG1
POLB,PCNA,RHOF,TIAM1,MAGI3
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1,SERINC3
POLB,PCNA,UHRF2,ZNF410,SMPD2
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,KIAA1522,NCK1,PAK3
POLB,H2BC21,UBQLN1,FGF7,CDHR3
POLB,PCNA,CDK5,STXBP1
POLB,PCNA,KRAS,KPRP,ERVMER34-1
POLB,PCNA,P4HB,RIPK1
POLB,PCNA,EP300,TGS1,ABCG4
POLB,PCNA,RHOF,TIAM1
POLB,XRCC1,PARP1,RPA4,LIN7B
POLB,PCNA,RHOF,TIAM1,SCN1B
POLB,LIG3,NR3C1,CLPTM1L,HYAL3
POLB,PCNA,HOOK3,DCTN1,CTSF
POLB,PCNA,TOP2A,NCAPH,UNC5A
POLB,PCNA,IGF1R
POLB,PCNA,P4HB,RIPK1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1,CELSR3
POLB,PCNA,POLD1,GINS4,CLNS1A
POLB,PCNA,SUMO1,VHL
POLB,PCNA,EP300,TGS1,WNK3,SLC12A4
POLB,PCNA,RHOF,TIAM1,SLC22A4,SLC5A6
POLB,XRCC1,PARP1,RPA4,MTFR1
POLB,PCNA,UBB,TNFRSF1A
POLB,XRCC1,KLF10,TNS1,LPP
POLB,PCNA,KRAS,KPRP,CBLIF,CUBN
POLB,PCNA,ZBTB1,PALLD
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,SUMO1,VHL
POLB,PCNA,UBE2A,KEAP1,TRPV5
POLB,PCNA,H4C6,ZBTB20,TMEM106A
POLB,H2BC21,AKT1,TLR2,PLB1
POLB,H2BC21,AHNAK
POLB,H2BC21,ING4,JADE1
POLB,PCNA,HOOK3,DCTN1,TMEM87A
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,CALR,TMX3
POLB,PCNA,CALR,TMX3
POLB,PCNA,P4HB,RIPK1
POLB,PCNA,RHOF,TIAM1,PRG3
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RELA,ASB9,APOLD1
POLB,PCNA,SUMO1,VHL
POLB,PCNA,PIDD1,HSD17B14,SLC16A5
POLB,PCNA,ZBTB38,PPP2R2A,CMYA5
POLB,PCNA,RHOF,TIAM1
POLB,H2BC8,ZMYM2,C8A
POLB,PCNA,RHOF,TIAM1,DLGAP1
POLB,PCNA,RHOF,TIAM1,ATP6V0A4
POLB,XRCC1,POLK,SBSN,TYRO3
POLB,XRCC1,KLF10,TNS1,PTP4A3
POLB,PCNA,RELA,ASB9,TRPM7
POLB,H2BC8,CHD1,PTK6
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,POLD1,GINS4,IL10RB
POLB,PCNA,P4HB,RIPK1,NPY2R
POLB,PCNA,RHOF,TIAM1,CLINT1
POLB,PCNA,RELA,ASB9,TRAK2
POLB,PCNA,KPNA1,TPX2,ADA
POLB,PCNA,P4HB,RIPK1
POLB,PCNA,RHOF,TIAM1,SLC1A5
POLB,PCNA,PRDX3,ATP5F1B
POLB,PCNA,RHOF,TIAM1
POLB,XRCC1,POLL,FAM9B,SYT17
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1,GPNMB
POLB,PCNA,P4HB,RIPK1,MRGPRD
POLB,PCNA,RHOF,TIAM1,ENAH
POLB,XRCC1,KLF10,TNS1,ENG
POLB,PCNA,RHOF,TIAM1,PCDHA8
POLB,PCNA,RHOF,TIAM1,SPRY1
POLB,PCNA,EP300,TGS1,PSG9
POLB,PCNA,RHOF,TIAM1,GP9
POLB,PCNA,RHOF,TIAM1,CDC42
POLB,PCNA,RHOF,TIAM1
POLB,XRCC1,POLK,SBSN,TNFRSF18
POLB,XRCC1,KLF10,TNS1,SLC19A3
POLB,PCNA,H4C6,ZBTB20,GOLM1
POLB,H2BC8,CHD8,CASR
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,CDKN1C,LIMK1,RXFP2
POLB,H2BC21,AKT1,TLR2
POLB,H2BC21,MYC,ELL,KIR2DL4
POLB,XRCC1,POLL,FAM9B,HLA-DRB1
POLB,PCNA,KCTD10,SH3KBP1
POLB,H2BC21,LARP7,EPB42
POLB,PCNA,CDK4,PRKAA1,MGLL
POLB,PCNA,RHOF,TIAM1,DDR1
POLB,PCNA,UBB,TNFRSF1A
POLB,H2BC8,HEATR1,SPN
POLB,H2BC8,CHD8,CASR
POLB,PCNA,RHOF,TIAM1,TBC1D30
POLB,PCNA,UBB,TNFRSF1A
POLB,XRCC1,PARP1,RPA4,ARHGAP19
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,KRAS,KPRP,SYTL3
POLB,PCNA,ZBTB1,PALLD
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,POLD3,MELTF
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,NEDD8,EMG1,PRSS41
POLB,PCNA,YWHAQ,KSR1,NSMF
POLB,XRCC1,PARP1,RPA4,LAMTOR1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1,DLGAP2
POLB,PCNA,CCND3,CDK16
POLB,H2BC21,LARP7,EPB42
POLB,PCNA,RHOF,TIAM1,CFAP95
POLB,XRCC1,POLL,FAM9B,RAB17
POLB,H2BC21,IGSF3,TSPAN15,ADGRG6
POLB,PCNA,ZBTB38,PPP2R2A,VSTM4
POLB,PCNA,EZH2,CRY2,KLRK1,RAET1L
POLB,PCNA,RHOF,TIAM1,GPA33
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,CDK5,STXBP1
POLB,PCNA,H3C12,TPR,DENND2B
POLB,PCNA,P4HB,RIPK1
POLB,PCNA,RHOF,TIAM1,RGS2
POLB,XRCC1,POLK,SBSN,SLC7A8
POLB,PCNA,RHOF,TIAM1,JAML
POLB,XRCC1,PARP1,RPA4,PIGU
POLB,PCNA,NEDD8,EMG1,SEMA4F
POLB,PCNA,DHX15,SF3B5,SLC7A9
POLB,PCNA,KRAS,KPRP,CNGA3,CNGB3
POLB,PCNA,RHOF,TIAM1,GDF5
POLB,XRCC1,PARP1,RPA4,LRP2
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,EP300,TGS1,ZNF397
POLB,PCNA,RELA,ASB9,KIR2DL3
POLB,PCNA,RHOF,TIAM1,CDH11
POLB,PCNA,USP4
POLB,XRCC1,PARP1,RPA4,GSDMD
POLB,PCNA,RHOF,TIAM1,HTR2A
POLB,PCNA,RHOF,TIAM1,CALM1
POLB,PCNA,RHOF,TIAM1,TMEM179B,SLC47A1
POLB,PCNA,PRDX6,SPR,FTO
POLB,H2BC8,ACTL6A
POLB,H2BC8,CHD1L,NT5E
POLB,PCNA,RHOF,TIAM1,SELPLG
POLB,PCNA,RHOF,TIAM1,CD19
POLB,PCNA,RHOF,TIAM1,SH2B3
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1,RYK
POLB,XRCC1,PARP1,RPA4,DPP10
POLB,PCNA,UBB,TNFRSF1A
POLB,PCNA,RHOF,TIAM1,MBP
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,IGF1R,ADAMTS4,GFRA1
POLB,XRCC1,PARP1,RPA4,DYNC2H1
POLB,PCNA,YBX1,RBMXL2,ARHGEF39
POLB,H2BC21,H1-4,FBP2
POLB,PCNA,SHPRH,BCL11B,ADGRB2
POLB,PCNA,RHOF,TIAM1,SSTR3
POLB,PCNA,RHOF,TIAM1,NTM,QRFPR
POLB,PCNA,H4C6,ZBTB20,ARL6IP5
POLB,PCNA,RHOF,TIAM1,PCDHB7
POLB,PCNA,P4HB,RIPK1,NMUR2
POLB,H2BC21,RIF1,CLN3
POLB,PCNA,P4HB,RIPK1,GNG4
POLB,H2BC8,HEATR1,SPN
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,P4HB,RIPK1
POLB,PCNA,SHPRH,BCL11B,ADGRB3
POLB,XRCC1,KLF10,TNS1,LPL
POLB,PCNA,EZH2,CRY2,CDHR4
POLB,PCNA,RHOF,TIAM1,PTH2R
POLB,PCNA,EP300,TGS1,SLC4A3
POLB,PCNA,RHOF,TIAM1,SLC16A14
POLB,PCNA,PRDX3,ATP5F1B
POLB,PCNA,CDK5,STXBP1
POLB,PCNA,NR2C2,PYCR3,C3AR1
POLB,PCNA,RHOF,TIAM1,L1CAM
POLB,H2BC21,ATAD1,AQP3
POLB,PCNA,H4C6,ZBTB20,VNN2
POLB,XRCC1,PARP1,RPA4,RAB39A
POLB,H2BC8,CENPH,IFT20,CLEC4M
POLB,PCNA,MLH1,PPP3CB
POLB,PCNA,KRAS,KPRP,S1PR4
POLB,PCNA,RHOF,TIAM1,WASHC2A
POLB,LIG3,NR3C1,CLPTM1L,CD38
POLB,PCNA,POLD1,GINS4,XK
POLB,PCNA,PMS2,PPP2CA,KNG1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,POLD1,GINS4,UNC5C
POLB,PCNA,UBB,TNFRSF1A
POLB,XRCC1,PARP1,RPA4,NISCH
POLB,XRCC1,PARP1,RPA4,PTPRO
POLB,PCNA,UBB,TNFRSF1A
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1,RASL12
POLB,PCNA,KPNA1,TPX2,F5
POLB,PCNA,RHOF,TIAM1,ARHGAP33
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RPS27A,FBXO25,SLC10A1
POLB,PCNA,P4HB,RIPK1,SSTR4
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,DHX15,SF3B5,PCDHGA11
POLB,PCNA,P4HB,RIPK1,GPR88
POLB,XRCC1,PARP1,RPA4,SLC2A13
POLB,PCNA,UBB,TNFRSF1A,SLC26A1
POLB,PCNA,RHOF,TIAM1,CYP2S1,TPRA1
POLB,PCNA,RHOF,TIAM1,WLS,WNT7B
POLB,PCNA,UBB,TNFRSF1A
POLB,PCNA,ARHGDIA,RHOH
POLB,H2BC8,BRD1,GAS6,PCDHA3
POLB,PCNA,RHOF,TIAM1,PARVB
POLB,PCNA,RHOF,TIAM1
POLB,H2BC21,AKT1,TLR2,CYBRD1
POLB,XRCC1,PARP1,RPA4,ABCC10,SV2C
POLB,PCNA,P4HB,RIPK1,OR1M1
POLB,PCNA,ZBTB1,PALLD
POLB,PCNA,EP300,TGS1,KLRB1
POLB,PCNA,KIAA1522,NCK1,RGS12
POLB,PCNA,H4C6,ZBTB20,GBA2
POLB,PCNA,GOLGA1,DVL3,KLHL13,KIRREL2
POLB,PCNA,PRDX6,SPR,KCNJ1
POLB,PCNA,H3C12,TPR,SNX33
POLB,XRCC1,PARP1,RPA4,ANGPT1
POLB,PCNA,RHOF,TIAM1,GRAP
POLB,PCNA,PRDX3,ATP5F1B,MMP15
POLB,PCNA,IGF1R,ADAMTS4,ATP11B
POLB,H2BC8,EIF4H,MCC
POLB,PCNA,RHOF,TIAM1,CNKSR2
POLB,PCNA,RHOF,TIAM1
POLB,H2BC8,ACTB
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,ZBTB38,PPP2R2A,DNAAF4
POLB,PCNA,H3C12,TPR,LAG3
POLB,PCNA,KRAS,KPRP,PDE6G
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,KRAS,KPRP,PRLHR
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,EP300,TGS1,CCR5
POLB,PCNA,EZH2,CRY2,RGMB
POLB,PCNA,SUMO1,VHL
POLB,PCNA,RHOF,TIAM1,STYK1
POLB,PCNA,P4HB,RIPK1,HTR4
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1,MIGA2
POLB,H2BC21,AKT1,TLR2
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,KRAS,KPRP,CDHR2
POLB,PCNA,RHOF,TIAM1,IQCJ-SCHIP1
POLB,PCNA,RHOF,TIAM1,GRIN1
POLB,PCNA,RHOF,TIAM1,RABGGTA
POLB,PCNA,KRAS,KPRP,DRD5
POLB,H2BC8,CIZ1,TCTE1,TP53I13
POLB,XRCC1,PARP1,RPA4,ATAD3B
POLB,H2BC21,LARP7,EPB42
POLB,PCNA,RHOF,TIAM1,SPTBN4
POLB,PCNA,UBB,TNFRSF1A,NRXN3
POLB,H2BC8,ZNF629,RGS3
POLB,H2BC8,ACTB,DCTN5,TPSG1
POLB,XRCC1,POLI,RIGI,CD55
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,KPNA1,TPX2,PKD2
POLB,PCNA,RHOF,TIAM1,JPH3
POLB,PCNA,UBE2D3,BIRC7,CCL1,CCR8
POLB,PCNA,P4HB,RIPK1
POLB,PCNA,RELA,ASB9,ABCC4
POLB,PCNA,EZH2,CRY2,CCR2
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,RHOF,TIAM1,DIRAS1
POLB,PCNA,RHOF,TIAM1,NPR2
POLB,PCNA,KRAS,KPRP,ADIPOR2
POLB,PCNA,RHOF,TIAM1,RGL4
POLB,XRCC1,KLF6,NR0B2,ACVR2B
POLB,H2BC21,NUMA1
POLB,PCNA,KPNA1,TPX2,GPR142
POLB,PCNA,POLD1,GINS4,DZIP1L,LRRN4
POLB,PCNA,RELA,ASB9,TRPC5
POLB,H2BC8,BRD8,EMSY,GPBAR1
POLB,XRCC1,POLI,RIGI,TNFRSF10B
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1,NRCAM
POLB,PCNA,IGF1R,ADAMTS4,SLC24A3
POLB,PCNA,RHOF,TIAM1
POLB,H2BC8,CHD1,PTK6
POLB,H2BC21,ZNF638,JPH4
POLB,PCNA,ZBTB38,PPP2R2A,CA14
POLB,XRCC1,PARP1,RPA4,MUSK
POLB,PCNA,UBC,TBC1D15,ECEL1
POLB,PCNA,RHOF,TIAM1,AVPR1A
POLB,PCNA,CDK5,STXBP1
POLB,XRCC1,KLF6,NR0B2,GNAZ
POLB,H2BC21,IGSF3,TSPAN15,ADGRE2
POLB,PCNA,UBE2I,CAMK2D,SLC34A1
